0.0	0.0	7.873862073122073E-8	23590.963851860743	1.0301800891148432E-21
1.0E-14	2.3588997308203373E-10	7.873861389575448E-8	23586.966437548515	0.0
2.0E-14	4.717381454162501E-10	7.87385925065753E-8	23582.597537822585	0.0
3.0E-14	7.075406218591003E-10	7.873855517216841E-8	23577.82063887774	0.0
4.0E-14	9.432931227309376E-10	7.873850036481211E-8	23572.59532812127	0.0
5.0E-14	1.1789909424678556E-9	7.873842640543535E-8	23566.87682538597	0.0
6.0E-14	1.4146289032506748E-9	7.873833144640803E-8	23560.615448458633	0.0
6.999999999999999E-14	1.650201302895553E-9	7.873821345190066E-8	23553.756001766535	0.0
7.999999999999999E-14	1.8857018561688553E-9	7.873807017536947E-8	23546.237075017285	0.0
8.999999999999998E-14	2.1211236285425703E-9	7.873789913362226E-8	23537.99023591758	0.0
9.999999999999998E-14	2.356458961230132E-9	7.873769757679295E-8	23528.939097815753	0.0
1.0999999999999997E-13	2.5916993861289863E-9	7.873746245339E-8	23518.998239072265	0.0
1.1999999999999997E-13	2.826835529036874E-9	7.873719036937724E-8	23508.07194597298	0.0
1.2999999999999998E-13	3.0618569991926716E-9	7.873687753997883E-8	23496.0527448303	0.0
1.3999999999999998E-13	3.2967522628060294E-9	7.873651973255672E-8	23482.81968127784	0.0
1.5E-13	3.5315084977658797E-9	7.873611219846201E-8	23468.236295306066	0.0
1.6E-13	3.766111426134867E-9	7.873564959117894E-8	23452.148228887345	0.0
1.7E-13	4.000545120318565E-9	7.873512586731338E-8	23434.380388611768	0.0
1.8000000000000002E-13	4.234791777912644E-9	7.873453416596459E-8	23414.73356805965	0.0
1.9000000000000002E-13	4.468831459139084E-9	7.873386666067049E-8	23392.98041313402	0.0
2.0000000000000003E-13	4.702641779438134E-9	7.873311437630906E-8	23368.860587843858	0.0
2.1000000000000004E-13	4.936197548134672E-9	7.87322669609013E-8	23342.07496800583	0.0
2.2000000000000005E-13	5.169470342092292E-9	7.87313123989476E-8	23312.278656800667	0.0
2.3000000000000003E-13	5.4024280008603E-9	7.873023664839755E-8	23279.072581636825	0.0
2.4000000000000004E-13	5.635034026989894E-9	7.872902317710767E-8	23241.993402432083	0.0
2.5000000000000005E-13	5.867246871997608E-9	7.872765236597998E-8	23200.50145016405	0.0
2.6000000000000005E-13	6.099019085087436E-9	7.872610073389282E-8	23153.966447334496	0.0
2.7000000000000006E-13	6.330296298712925E-9	7.872433992260296E-8	23101.65088932869	0.0
2.8000000000000007E-13	6.5610160234677676E-9	7.87223353560142E-8	23042.691283782093	0.0
2.900000000000001E-13	6.791106226881637E-9	7.872004445482732E-8	22976.078134956126	0.0
3.000000000000001E-13	7.020483680866677E-9	7.871741424105647E-8	22900.636957738217	0.0
3.100000000000001E-13	7.249052089211297E-9	7.871437810309628E-8	22815.015325285636	0.0
3.200000000000001E-13	7.476700065339506E-9	7.871085140751534E-8	22717.68609080054	0.0
3.300000000000001E-13	7.703299150081588E-9	7.870672553958241E-8	22606.98634791388	0.0
3.400000000000001E-13	7.92870228938062E-9	7.870185984619096E-8	22481.22833807009	0.0
3.500000000000001E-13	8.15274361442023E-9	7.869607089589275E-8	22338.94614048968	0.0
3.6000000000000013E-13	8.37524109816775E-9	7.868911860376476E-8	22179.38268319316	0.0
3.7000000000000014E-13	8.596004816058144E-9	7.868068942072871E-8	22003.366301739927	0.0
3.8000000000000015E-13	8.814855051401504E-9	7.867037859886673E-8	21814.728679356413	0.0
3.9000000000000016E-13	9.031655624617701E-9	7.865767747901548E-8	21622.2460075174	0.0
4.0000000000000016E-13	9.24636624489326E-9	7.864197837716361E-8	21441.508285828146	0.0
4.1000000000000017E-13	9.459108879581333E-9	7.862261653001363E-8	21295.03187348879	0.0
4.200000000000002E-13	9.670223974028742E-9	7.85989658875397E-8	21208.136815204456	0.0
4.300000000000002E-13	9.880272965656368E-9	7.857057844146467E-8	21199.869713617365	0.0
4.400000000000002E-13	1.0089954454311293E-8	7.853730977420625E-8	21273.506396281406	0.0
